candidate_id,candidate_name,county_fips,latitude,longitude,candidate_type,assumption_source,review_notes,review_status
HRSA-HCSD-BPS-H80-000015,Tigard School Based Health Center,41067,45.40426252,-122.76878496,fixed_site_assumption,HRSA Health Center Service Delivery and Look-Alike Sites,"Reviewed HRSA-supported health center site as a planning candidate; health_center_type=Service Delivery Site; location_type=Permanent; status=Active; address=9000 SW Durham Rd BLDG 7110, Tigard, OR, 97224-5539. This is not a claim that the site currently provides mammography.",needs_review
HRSA-HCSD-BPS-H80-000016,ECHO Division Street Family Clinic,18163,37.97769262,-87.56509321,fixed_site_assumption,HRSA Health Center Service Delivery and Look-Alike Sites,"Reviewed HRSA-supported health center site as a planning candidate; health_center_type=Service Delivery Site; location_type=Permanent; status=Active; address=25 W Division St, Evansville, IN, 47710-1374. This is not a claim that the site currently provides mammography.",needs_review
HRSA-HCSD-BPS-H80-000019,"AltaMed Medical Group: Pico Rivera, Passons",06037,33.98524646,-118.08619704,fixed_site_assumption,HRSA Health Center Service Delivery and Look-Alike Sites,"Reviewed HRSA-supported health center site as a planning candidate; health_center_type=Service Delivery Site; location_type=Permanent; status=Active; address=6336 Passons Boulevard, Pico Rivera, CA, 90660-3355. This is not a claim that the site currently provides mammography.",needs_review
HRSA-HCSD-BPS-H80-000025,Long Island City Health Center,36081,40.75944273,-73.93697142,fixed_site_assumption,HRSA Health Center Service Delivery and Look-Alike Sites,"Reviewed HRSA-supported health center site as a planning candidate; health_center_type=Service Delivery Site; location_type=Permanent; status=Active; address=36-11 21st St, Astoria, NY, 11106. This is not a claim that the site currently provides mammography.",needs_review
HRSA-HCSD-BPS-H80-000033,Primary Health Network Mobile Health Center #1,42085,41.23382002,-80.50746083,mobile_stop_assumption,HRSA Health Center Service Delivery and Look-Alike Sites,"Reviewed HRSA-supported health center site as a planning candidate; health_center_type=Service Delivery Site; location_type=Mobile Van; status=Active; address=63 Pitt St, Sharon, PA, 16146-2102. This is not a claim that the site currently provides mammography.",needs_review
HRSA-HCSD-BPS-H80-000039,Arnett Benson Medical and Dental Clinic,48303,33.61288406,-101.88538686,fixed_site_assumption,HRSA Health Center Service Delivery and Look-Alike Sites,"Reviewed HRSA-supported health center site as a planning candidate; health_center_type=Service Delivery Site; location_type=Permanent; status=Active; address=3301 Clovis Rd, Lubbock, TX, 79415-5155. This is not a claim that the site currently provides mammography.",needs_review
HRSA-HCSD-BPS-H80-000042,Doherty Memorial High School Health Center,25027,42.26956999,-71.82075997,seasonal_fixed_site_assumption,HRSA Health Center Service Delivery and Look-Alike Sites,"Reviewed HRSA-supported health center site as a planning candidate; health_center_type=Service Delivery Site; location_type=Seasonal; status=Active; address=299 Highland St, Worcester, MA, 01602-2193. This is not a claim that the site currently provides mammography.",needs_review
HRSA-HCSD-BPS-H80-000051,AltaMed Medical and Dental Group: Huntington Beach Community Clinic,06059,33.70491304,-117.98830219,fixed_site_assumption,HRSA Health Center Service Delivery and Look-Alike Sites,"Reviewed HRSA-supported health center site as a planning candidate; health_center_type=Administrative/Service Delivery Site; location_type=Permanent; status=Active; address=8041 Newman Ave, Huntington Beach, CA, 92647-7034. This is not a claim that the site currently provides mammography.",needs_review
HRSA-HCSD-BPS-H80-000052,Western Sierra Medical Clinic,06091,39.5592275,-120.82963476,fixed_site_assumption,HRSA Health Center Service Delivery and Look-Alike Sites,"Reviewed HRSA-supported health center site as a planning candidate; health_center_type=Service Delivery Site; location_type=Permanent; status=Active; address=209 Nevada St, Downieville, CA, 95936-9617. This is not a claim that the site currently provides mammography.",needs_review
HRSA-HCSD-BPS-H80-000063,"AltaMed Medical Group: Orange, Chapman",06059,33.78773249,-117.81096702,fixed_site_assumption,HRSA Health Center Service Delivery and Look-Alike Sites,"Reviewed HRSA-supported health center site as a planning candidate; health_center_type=Service Delivery Site; location_type=Permanent; status=Active; address=4010 E Chapman Ave STE C, Orange, CA, 92869-3990. This is not a claim that the site currently provides mammography.",needs_review
HRSA-HCSD-BPS-H80-000065,Highlands Health Van,34027,40.88386014,-74.55970776,fixed_site_assumption,HRSA Health Center Service Delivery and Look-Alike Sites,"Reviewed HRSA-supported health center site as a planning candidate; health_center_type=Service Delivery Site; location_type=Permanent; status=Active; address=18 W Blackwell St, Dover, NJ, 07801-3841. This is not a claim that the site currently provides mammography.",needs_review
HRSA-HCSD-BPS-H80-000069,Sebastopol Community Health Center,06097,38.3960337,-122.81854371,fixed_site_assumption,HRSA Health Center Service Delivery and Look-Alike Sites,"Reviewed HRSA-supported health center site as a planning candidate; health_center_type=Service Delivery Site; location_type=Permanent; status=Active; address=6800 Palm Ave STE C, Sebastopol, CA, 95472-4269. This is not a claim that the site currently provides mammography.",needs_review
HRSA-HCSD-BPS-H80-000076,Casa del Sol II,06001,37.77824297,-122.22517797,fixed_site_assumption,HRSA Health Center Service Delivery and Look-Alike Sites,"Reviewed HRSA-supported health center site as a planning candidate; health_center_type=Administrative/Service Delivery Site; location_type=Permanent; status=Active; address=1450 Fruitvale Ave, #E, Oakland, CA, 94601-2324. This is not a claim that the site currently provides mammography.",needs_review
HRSA-HCSD-BPS-H80-000078,Duval Family Health Center - Enterprise,12031,30.32697002,-81.64899457,fixed_site_assumption,HRSA Health Center Service Delivery and Look-Alike Sites,"Reviewed HRSA-supported health center site as a planning candidate; health_center_type=Administrative/Service Delivery Site; location_type=Permanent; status=Active; address=611 E Adams St, Jacksonville, FL, 32202-2847. This is not a claim that the site currently provides mammography.",needs_review
HRSA-HCSD-BPS-H80-000079,CALHOUN MEDICAL/DENTAL CLINIC,54013,38.92352468,-81.09205063,fixed_site_assumption,HRSA Health Center Service Delivery and Look-Alike Sites,"Reviewed HRSA-supported health center site as a planning candidate; health_center_type=Service Delivery Site; location_type=Permanent; status=Active; address=186 Hospital Dr BLDG 3, Grantsville, WV, 26147-7100. This is not a claim that the site currently provides mammography.",needs_review
HRSA-HCSD-BPS-H80-000080,AltaMed Medical Group: Mobile Van,06037,34.00915919,-118.1565523,mobile_stop_assumption,HRSA Health Center Service Delivery and Look-Alike Sites,"Reviewed HRSA-supported health center site as a planning candidate; health_center_type=Service Delivery Site; location_type=Mobile Van; status=Active; address=2035 Camfield Ave, Los Angeles, CA, 90040-1501. This is not a claim that the site currently provides mammography.",needs_review
HRSA-HCSD-BPS-H80-000086,FRANKLIN MCKINLEY NEIGHBRHD HLTH CLINIC,06085,37.3151984,-121.84913009,fixed_site_assumption,HRSA Health Center Service Delivery and Look-Alike Sites,"Reviewed HRSA-supported health center site as a planning candidate; health_center_type=Service Delivery Site; location_type=Permanent; status=Active; address=645 Wool Creek Dr, San Jose, CA, 95112-2617. This is not a claim that the site currently provides mammography.",needs_review
HRSA-HCSD-BPS-H80-000088,COMMUNITY HEALTH CENTERS SANTA MARIA,06083,34.90880898,-120.43466599,fixed_site_assumption,HRSA Health Center Service Delivery and Look-Alike Sites,"Reviewed HRSA-supported health center site as a planning candidate; health_center_type=Service Delivery Site; location_type=Permanent; status=Active; address=2801 Santa Maria Way, Santa Maria, CA, 93455-2118. This is not a claim that the site currently provides mammography.",needs_review
HRSA-HCSD-BPS-H80-000089,CARBON MED SERV-HELPER CLINIC,49007,39.68472257,-110.85430707,fixed_site_assumption,HRSA Health Center Service Delivery and Look-Alike Sites,"Reviewed HRSA-supported health center site as a planning candidate; health_center_type=Service Delivery Site; location_type=Permanent; status=Active; address=125 S Main St, Helper, UT, 84526-1535. This is not a claim that the site currently provides mammography.",needs_review
HRSA-HCSD-BPS-H80-000090,Casimir Pulaski Elementary School - SBHC,09170,41.52411165,-72.80473908,fixed_site_assumption,HRSA Health Center Service Delivery and Look-Alike Sites,"Reviewed HRSA-supported health center site as a planning candidate; health_center_type=Service Delivery Site; location_type=Permanent; status=Active; address=100 Clearview Ave, Meriden, CT, 06450-6499. This is not a claim that the site currently provides mammography.",needs_review
HRSA-HCSD-BPS-H80-000092,BENTON HEALTH CENTER,41003,44.5732741,-123.28150187,fixed_site_assumption,HRSA Health Center Service Delivery and Look-Alike Sites,"Reviewed HRSA-supported health center site as a planning candidate; health_center_type=Administrative/Service Delivery Site; location_type=Permanent; status=Active; address=530 NW 27th St, Corvallis, OR, 97330-5297. This is not a claim that the site currently provides mammography.",needs_review
HRSA-HCSD-BPS-H80-000100,WESTWAY SATELLITE CLINIC,48141,31.96138171,-106.56933827,fixed_site_assumption,HRSA Health Center Service Delivery and Look-Alike Sites,"Reviewed HRSA-supported health center site as a planning candidate; health_center_type=Service Delivery Site; location_type=Permanent; status=Active; address=1713 Banker Rd, Canutillo, TX, 79835-8960. This is not a claim that the site currently provides mammography.",needs_review
HRSA-HCSD-BPS-H80-000101,G.A. CARMICHAEL FAMILY HLTH CTR,28163,32.86471725,-90.39388219,fixed_site_assumption,HRSA Health Center Service Delivery and Look-Alike Sites,"Reviewed HRSA-supported health center site as a planning candidate; health_center_type=Service Delivery Site; location_type=Permanent; status=Active; address=1547 N Jerry Clower Blvd, Yazoo City, MS, 39194-2718. This is not a claim that the site currently provides mammography.",needs_review
HRSA-HCSD-BPS-H80-000103,TWIN HILLS VILLAGE CLINIC,02070,59.03974497,-158.46803639,fixed_site_assumption,HRSA Health Center Service Delivery and Look-Alike Sites,"Reviewed HRSA-supported health center site as a planning candidate; health_center_type=Service Delivery Site; location_type=Permanent; status=Active; address=521 Main St, Dillingham, AK, 99576. This is not a claim that the site currently provides mammography.",needs_review
HRSA-HCSD-BPS-H80-000107,Theodore Hendrix Dental Center,01125,33.18710241,-87.57688076,fixed_site_assumption,HRSA Health Center Service Delivery and Look-Alike Sites,"Reviewed HRSA-supported health center site as a planning candidate; health_center_type=Service Delivery Site; location_type=Permanent; status=Active; address=2731 Ml King Jr Blvd, Tuscaloosa, AL, 35401-5235. This is not a claim that the site currently provides mammography.",needs_review
HRSA-HCSD-BPS-H80-000108,GOOD SAMARITAN SHELTER,06083,34.94385598,-120.44105703,fixed_site_assumption,HRSA Health Center Service Delivery and Look-Alike Sites,"Reviewed HRSA-supported health center site as a planning candidate; health_center_type=Service Delivery Site; location_type=Permanent; status=Active; address=401 W Morrison Ave, Santa Maria, CA, 93458-6124. This is not a claim that the site currently provides mammography.",needs_review
HRSA-HCSD-BPS-H80-000113,"E.A. HAWSE HEALTH CENTER, INC.",54031,38.87682864,-78.85765829,fixed_site_assumption,HRSA Health Center Service Delivery and Look-Alike Sites,"Reviewed HRSA-supported health center site as a planning candidate; health_center_type=Service Delivery Site; location_type=Permanent; status=Active; address=106 Harold K Michaels Dr, Mathias, WV, 26812-8142. This is not a claim that the site currently provides mammography.",needs_review
HRSA-HCSD-BPS-H80-000114,Rural Health Group at Roanoke Rapids,37083,36.40458789,-77.64743342,fixed_site_assumption,HRSA Health Center Service Delivery and Look-Alike Sites,"Reviewed HRSA-supported health center site as a planning candidate; health_center_type=Service Delivery Site; location_type=Permanent; status=Active; address=2066 Nc Highway 125, Roanoke Rapids, NC, 27870-9436. This is not a claim that the site currently provides mammography.",needs_review
HRSA-HCSD-BPS-H80-000120,Sebasticook Family Doctors - Dexter,23019,45.02550824,-69.28846666,fixed_site_assumption,HRSA Health Center Service Delivery and Look-Alike Sites,"Reviewed HRSA-supported health center site as a planning candidate; health_center_type=Service Delivery Site; location_type=Permanent; status=Active; address=29 Church St, Dexter, ME, 04930-1320. This is not a claim that the site currently provides mammography.",needs_review
HRSA-HCSD-BPS-H80-000121,Queens Health Center Site,36081,40.6931159,-73.79949974,fixed_site_assumption,HRSA Health Center Service Delivery and Look-Alike Sites,"Reviewed HRSA-supported health center site as a planning candidate; health_center_type=Service Delivery Site; location_type=Permanent; status=Active; address=Sutphin Blvd, Jamaica, NY, 11435-5435. This is not a claim that the site currently provides mammography.",needs_review
HRSA-HCSD-BPS-H80-000122,HMS LORDSBURG HSHC,35023,32.34804347,-108.70373059,fixed_site_assumption,HRSA Health Center Service Delivery and Look-Alike Sites,"Reviewed HRSA-supported health center site as a planning candidate; health_center_type=Service Delivery Site; location_type=Permanent; status=Active; address=528 E 2nd St, Lordsburg, NM, 88045-2223. This is not a claim that the site currently provides mammography.",needs_review
HRSA-HCSD-BPS-H80-000124,Bernard P. Alicki Health Center,12011,26.12264431,-80.1564652,fixed_site_assumption,HRSA Health Center Service Delivery and Look-Alike Sites,"Reviewed HRSA-supported health center site as a planning candidate; health_center_type=Service Delivery Site; location_type=Permanent; status=Active; address=1101 W Broward Blvd, Fort Lauderdale, FL, 33312-1638. This is not a claim that the site currently provides mammography.",needs_review
HRSA-HCSD-BPS-H80-000125,WAIOLA CLINIC,15003,21.43629215,-158.18365508,fixed_site_assumption,HRSA Health Center Service Delivery and Look-Alike Sites,"Reviewed HRSA-supported health center site as a planning candidate; health_center_type=Service Delivery Site; location_type=Permanent; status=Active; address=86-120 Farrington Hwy, Waianae, HI, 96792-3000. This is not a claim that the site currently provides mammography.",needs_review
HRSA-HCSD-BPS-H80-000129,"Northwest Michigan Health Services, Inc.",26127,43.60652395,-86.36609599,fixed_site_assumption,HRSA Health Center Service Delivery and Look-Alike Sites,"Reviewed HRSA-supported health center site as a planning candidate; health_center_type=Service Delivery Site; location_type=Permanent; status=Active; address=119 S State St, Shelby, MI, 49455-1243. This is not a claim that the site currently provides mammography.",needs_review
HRSA-HCSD-BPS-H80-000130,NUESTRA CLINICA DEL VALLE - EDCOUCH,48215,26.29309546,-97.94593017,fixed_site_assumption,HRSA Health Center Service Delivery and Look-Alike Sites,"Reviewed HRSA-supported health center site as a planning candidate; health_center_type=Service Delivery Site; location_type=Permanent; status=Active; address=1518 Santa Rosa Ave, Edcouch, TX, 78538-2158. This is not a claim that the site currently provides mammography.",needs_review
HRSA-HCSD-BPS-H80-000131,CAMCARE - NORTH HEALTH CENTER,34007,39.95453398,-75.11650301,fixed_site_assumption,HRSA Health Center Service Delivery and Look-Alike Sites,"Reviewed HRSA-supported health center site as a planning candidate; health_center_type=Service Delivery Site; location_type=Permanent; status=Active; address=6th St & Erie St, Camden, NJ, 08102. This is not a claim that the site currently provides mammography.",needs_review
HRSA-HCSD-BPS-H80-000132,OGEMAW CLINIC OF STERLING AHC,26129,44.18379287,-84.05186183,fixed_site_assumption,HRSA Health Center Service Delivery and Look-Alike Sites,"Reviewed HRSA-supported health center site as a planning candidate; health_center_type=Service Delivery Site; location_type=Permanent; status=Active; address=1827 Greenwood Rd, Prescott, MI, 48756-8626. This is not a claim that the site currently provides mammography.",needs_review
HRSA-HCSD-BPS-H80-000139,Valley Family Health Care - Nyssa Medical Clinic,41045,43.87609526,-116.99662355,fixed_site_assumption,HRSA Health Center Service Delivery and Look-Alike Sites,"Reviewed HRSA-supported health center site as a planning candidate; health_center_type=Service Delivery Site; location_type=Permanent; status=Active; address=17 S 3rd St, Nyssa, OR, 97913-3815. This is not a claim that the site currently provides mammography.",needs_review
HRSA-HCSD-BPS-H80-000140,SANDHILLS MEDICAL  Inc. - MCBEE site,45025,34.4596906,-80.25935306,fixed_site_assumption,HRSA Health Center Service Delivery and Look-Alike Sites,"Reviewed HRSA-supported health center site as a planning candidate; health_center_type=Service Delivery Site; location_type=Permanent; status=Active; address=645 S Seventh St, Mc Bee, SC, 29101-7101. This is not a claim that the site currently provides mammography.",needs_review
HRSA-HCSD-BPS-H80-000142,Omni Family Health,06029,35.408192,-119.031625,fixed_site_assumption,HRSA Health Center Service Delivery and Look-Alike Sites,"Reviewed HRSA-supported health center site as a planning candidate; health_center_type=Service Delivery Site; location_type=Permanent; status=Active; address=525 Roberts Ln, Bakersfield, CA, 93308-4799. This is not a claim that the site currently provides mammography.",needs_review
HRSA-HCSD-BPS-H80-000143,"Homeless Outreach, Case Management and Advocacy",41039,44.04679251,-123.08776139,fixed_site_assumption,HRSA Health Center Service Delivery and Look-Alike Sites,"Reviewed HRSA-supported health center site as a planning candidate; health_center_type=Service Delivery Site; location_type=Permanent; status=Active; address=323 E 12th Ave, Eugene, OR, 97401-3212. This is not a claim that the site currently provides mammography.",needs_review
HRSA-HCSD-BPS-H80-000145,"COMMUNITY HEALTH SERVICES, INC.",09110,41.77789577,-72.68497802,fixed_site_assumption,HRSA Health Center Service Delivery and Look-Alike Sites,"Reviewed HRSA-supported health center site as a planning candidate; health_center_type=Administrative/Service Delivery Site; location_type=Permanent; status=Active; address=500 Albany Avenue, Hartford, CT, 06120-2599. This is not a claim that the site currently provides mammography.",needs_review
HRSA-HCSD-BPS-H80-000148,PanCare Health - Panama City,12005,30.1749456,-85.63291088,fixed_site_assumption,HRSA Health Center Service Delivery and Look-Alike Sites,"Reviewed HRSA-supported health center site as a planning candidate; health_center_type=Service Delivery Site; location_type=Permanent; status=Active; address=2309 E 15th St, Panama City, FL, 32405-6345. This is not a claim that the site currently provides mammography.",needs_review
HRSA-HCSD-BPS-H80-000149,FEDERAL WAY PUBLIC HLTH CTR,53033,47.30195482,-122.31785928,fixed_site_assumption,HRSA Health Center Service Delivery and Look-Alike Sites,"Reviewed HRSA-supported health center site as a planning candidate; health_center_type=Service Delivery Site; location_type=Permanent; status=Active; address=33431 13th Pl S, Federal Way, WA, 98003-6357. This is not a claim that the site currently provides mammography.",needs_review
HRSA-HCSD-BPS-H80-000150,FREELAND HEALTH CENTER,42079,41.01553154,-75.89896247,fixed_site_assumption,HRSA Health Center Service Delivery and Look-Alike Sites,"Reviewed HRSA-supported health center site as a planning candidate; health_center_type=Service Delivery Site; location_type=Permanent; status=Active; address=404 Ridge St, Freeland, PA, 18224-1802. This is not a claim that the site currently provides mammography.",needs_review
HRSA-HCSD-BPS-H80-000151,CSVS - ALVIN CLINIC,06053,36.70361128,-121.63210501,fixed_site_assumption,HRSA Health Center Service Delivery and Look-Alike Sites,"Reviewed HRSA-supported health center site as a planning candidate; health_center_type=Service Delivery Site; location_type=Permanent; status=Active; address=620 E Alvin Dr STE G, Salinas, CA, 93906-3054. This is not a claim that the site currently provides mammography.",needs_review
HRSA-HCSD-BPS-H80-000152,Westside Health Center,26081,42.97545055,-85.68824561,fixed_site_assumption,HRSA Health Center Service Delivery and Look-Alike Sites,"Reviewed HRSA-supported health center site as a planning candidate; health_center_type=Service Delivery Site; location_type=Permanent; status=Active; address=669 Stocking Ave NW, Grand Rapids, MI, 49504-5176. This is not a claim that the site currently provides mammography.",needs_review
HRSA-HCSD-BPS-H80-000153,Mary Mahoney Memorial Health Center,40109,35.50675606,-97.30550315,fixed_site_assumption,HRSA Health Center Service Delivery and Look-Alike Sites,"Reviewed HRSA-supported health center site as a planning candidate; health_center_type=Administrative/Service Delivery Site; location_type=Permanent; status=Active; address=12716 NE 36th St, Spencer, OK, 73084-9167. This is not a claim that the site currently provides mammography.",needs_review
HRSA-HCSD-BPS-H80-000154,"Ampla Health Lindhurst Medical ,Dental and Xpress Care",06115,39.0972693,-121.55107062,fixed_site_assumption,HRSA Health Center Service Delivery and Look-Alike Sites,"Reviewed HRSA-supported health center site as a planning candidate; health_center_type=Service Delivery Site; location_type=Permanent; status=Active; address=4941 Olivehurst Ave, Olivehurst, CA, 95961-4299. This is not a claim that the site currently provides mammography.",needs_review
HRSA-HCSD-BPS-H80-000155,State Street Health & Counseling Services,09170,41.314366,-72.91128002,fixed_site_assumption,HRSA Health Center Service Delivery and Look-Alike Sites,"Reviewed HRSA-supported health center site as a planning candidate; health_center_type=Service Delivery Site; location_type=Permanent; status=Active; address=911 State St, New Haven, CT, 06511-3926. This is not a claim that the site currently provides mammography.",needs_review
HRSA-HCSD-BPS-H80-000156,SOUTH BOSTON COMMUNITY HEALTH CENTER,25025,42.33685417,-71.0482163,fixed_site_assumption,HRSA Health Center Service Delivery and Look-Alike Sites,"Reviewed HRSA-supported health center site as a planning candidate; health_center_type=Administrative/Service Delivery Site; location_type=Permanent; status=Active; address=409 W Broadway, South Boston, MA, 02127-2249. This is not a claim that the site currently provides mammography.",needs_review
HRSA-HCSD-BPS-H80-000158,BROADWAY CLINIC,34031,40.9188693,-74.16504837,fixed_site_assumption,HRSA Health Center Service Delivery and Look-Alike Sites,"Reviewed HRSA-supported health center site as a planning candidate; health_center_type=Service Delivery Site; location_type=Permanent; status=Active; address=227 Broadway, Paterson, NJ, 07501-2002. This is not a claim that the site currently provides mammography.",needs_review
HRSA-HCSD-BPS-H80-000166,TUG RIVER HEALTH CENTER,54047,37.36655524,-81.55280469,fixed_site_assumption,HRSA Health Center Service Delivery and Look-Alike Sites,"Reviewed HRSA-supported health center site as a planning candidate; health_center_type=Administrative/Service Delivery Site; location_type=Permanent; status=Active; address=5883 Black Diamond Hwy, Gary, WV, 24836. This is not a claim that the site currently provides mammography.",needs_review
HRSA-HCSD-BPS-H80-000167,Ridge Community Health Center,39035,41.4594798,-81.73789932,fixed_site_assumption,HRSA Health Center Service Delivery and Look-Alike Sites,"Reviewed HRSA-supported health center site as a planning candidate; health_center_type=Service Delivery Site; location_type=Permanent; status=Active; address=3569 Ridge Rd, Cleveland, OH, 44102-5443. This is not a claim that the site currently provides mammography.",needs_review
HRSA-HCSD-BPS-H80-000172,AUNT MARTHA'S WOMEN'S HLTH CTR,17031,41.52111897,-87.65244127,fixed_site_assumption,HRSA Health Center Service Delivery and Look-Alike Sites,"Reviewed HRSA-supported health center site as a planning candidate; health_center_type=Service Delivery Site; location_type=Permanent; status=Active; address=233 W Joe Orr Rd, Chicago Heights, IL, 60411-2390. This is not a claim that the site currently provides mammography.",needs_review
HRSA-HCSD-BPS-H80-000176,MCHC - Main Clinical Site,04023,31.36523461,-110.93286101,fixed_site_assumption,HRSA Health Center Service Delivery and Look-Alike Sites,"Reviewed HRSA-supported health center site as a planning candidate; health_center_type=Administrative/Service Delivery Site; location_type=Permanent; status=Active; address=1852 N Mastick Way, Nogales, AZ, 85621-1063. This is not a claim that the site currently provides mammography.",needs_review
HRSA-HCSD-BPS-H80-000177,Fort Washington Dental And Primary Care Clinic,36061,40.84192443,-73.9414233,fixed_site_assumption,HRSA Health Center Service Delivery and Look-Alike Sites,"Reviewed HRSA-supported health center site as a planning candidate; health_center_type=Service Delivery Site; location_type=Permanent; status=Active; address=651 W 168th St, New York, NY, 10032-3703. This is not a claim that the site currently provides mammography.",needs_review
HRSA-HCSD-BPS-H80-000179,VALLEY HEALTH - CABELL MIDLAND HIGH SCHOOL,54011,38.42677982,-82.2066933,seasonal_fixed_site_assumption,HRSA Health Center Service Delivery and Look-Alike Sites,"Reviewed HRSA-supported health center site as a planning candidate; health_center_type=Service Delivery Site; location_type=Seasonal; status=Active; address=11315 US Route 60, Ona, WV, 25545-7050. This is not a claim that the site currently provides mammography.",needs_review
HRSA-HCSD-BPS-H80-000184,NUESTRA CLINICA DEL VALLE - PSJA SBHC,48215,26.22357998,-98.14827996,fixed_site_assumption,HRSA Health Center Service Delivery and Look-Alike Sites,"Reviewed HRSA-supported health center site as a planning candidate; health_center_type=Service Delivery Site; location_type=Permanent; status=Active; address=2900 N Raul Longoria Rd, San Juan, TX, 78589-9727. This is not a claim that the site currently provides mammography.",needs_review
