candidate_id,candidate_name,county_fips,latitude,longitude,candidate_type,assumption_source,review_notes,review_status
HRSA-HCSD-BPS-H80-000114,Rural Health Group at Roanoke Rapids,37083,36.40458789,-77.64743342,fixed_site_assumption,HRSA Health Center Service Delivery and Look-Alike Sites,"Reviewed HRSA-supported health center site as a planning candidate; health_center_type=Service Delivery Site; location_type=Permanent; status=Active; address=2066 Nc Highway 125, Roanoke Rapids, NC, 27870-9436. This is not a claim that the site currently provides mammography.",reviewed
HRSA-HCSD-BPS-H80-000250,GOSHEN MEDICAL CENTER - BEULAVILLE,37061,34.92943378,-77.7696803,fixed_site_assumption,HRSA Health Center Service Delivery and Look-Alike Sites,"Reviewed HRSA-supported health center site as a planning candidate; health_center_type=Service Delivery Site; location_type=Permanent; status=Active; address=119 Crossover Rd, Beulaville, NC, 28518-8801. This is not a claim that the site currently provides mammography.",reviewed
HRSA-HCSD-BPS-H80-000391,CommWell Health of Salemburg,37163,35.00941248,-78.50750001,fixed_site_assumption,HRSA Health Center Service Delivery and Look-Alike Sites,"Reviewed HRSA-supported health center site as a planning candidate; health_center_type=Service Delivery Site; location_type=Permanent; status=Active; address=500 S Fayetteville St, Salemburg, NC, 28385-8406. This is not a claim that the site currently provides mammography.",reviewed
HRSA-HCSD-BPS-H80-000437,LYON PARK CLINIC,37063,35.98926421,-78.9198888,fixed_site_assumption,HRSA Health Center Service Delivery and Look-Alike Sites,"Reviewed HRSA-supported health center site as a planning candidate; health_center_type=Service Delivery Site; location_type=Permanent; status=Active; address=1313 Halley St, Durham, NC, 27707-1227. This is not a claim that the site currently provides mammography.",reviewed
HRSA-HCSD-BPS-H80-000489,"KINSTON COMMUNITY HEALTH CENTER, INC.",37107,35.26326336,-77.58138637,fixed_site_assumption,HRSA Health Center Service Delivery and Look-Alike Sites,"Reviewed HRSA-supported health center site as a planning candidate; health_center_type=Administrative/Service Delivery Site; location_type=Permanent; status=Active; address=324 N Queen St, Kinston, NC, 28501-4932. This is not a claim that the site currently provides mammography.",reviewed
HRSA-HCSD-BPS-H80-000629,AGAPE COMMUNITY HEALTH CENTER,37013,35.54652312,-77.05339998,fixed_site_assumption,HRSA Health Center Service Delivery and Look-Alike Sites,"Reviewed HRSA-supported health center site as a planning candidate; health_center_type=Service Delivery Site; location_type=Permanent; status=Active; address=120 W Martin Luther King Jr Dr, Washington, NC, 27889-4906. This is not a claim that the site currently provides mammography.",reviewed
HRSA-HCSD-BPS-H80-000848,COLERAIN PRIMARY CARE,37015,36.20134845,-76.76897594,fixed_site_assumption,HRSA Health Center Service Delivery and Look-Alike Sites,"Reviewed HRSA-supported health center site as a planning candidate; health_center_type=Service Delivery Site; location_type=Permanent; status=Active; address=109 W River St, Colerain, NC, 27924-9006. This is not a claim that the site currently provides mammography.",reviewed
HRSA-HCSD-BPS-H80-000857,Rural Health Group at Rich Square,37131,36.27283062,-77.28579998,fixed_site_assumption,HRSA Health Center Service Delivery and Look-Alike Sites,"Reviewed HRSA-supported health center site as a planning candidate; health_center_type=Service Delivery Site; location_type=Permanent; status=Active; address=200 S Main St, Rich Square, NC, 27869-9582. This is not a claim that the site currently provides mammography.",reviewed
HRSA-HCSD-BPS-H80-000965,LOGAN FAMILY MEDICINE,37025,35.39835043,-80.57964779,fixed_site_assumption,HRSA Health Center Service Delivery and Look-Alike Sites,"Reviewed HRSA-supported health center site as a planning candidate; health_center_type=Service Delivery Site; location_type=Permanent; status=Active; address=298 Lincoln St SW, Concord, NC, 28025-5469. This is not a claim that the site currently provides mammography.",reviewed
HRSA-HCSD-BPS-H80-001000,Rural Health Group Pediatrics and Dental,37083,36.40426116,-77.6482292,fixed_site_assumption,HRSA Health Center Service Delivery and Look-Alike Sites,"Reviewed HRSA-supported health center site as a planning candidate; health_center_type=Service Delivery Site; location_type=Permanent; status=Active; address=2064 NC Highway 125, Roanoke Rapids, NC, 27870-9436. This is not a claim that the site currently provides mammography.",reviewed
HRSA-HCSD-BPS-H80-001097,Contentnea Health KBR,37079,35.45364241,-77.68220214,fixed_site_assumption,HRSA Health Center Service Delivery and Look-Alike Sites,"Reviewed HRSA-supported health center site as a planning candidate; health_center_type=Service Delivery Site; location_type=Permanent; status=Active; address=205 Martin L King Jr Pkwy, Snow Hill, NC, 28580-1320. This is not a claim that the site currently provides mammography.",reviewed
HRSA-HCSD-BPS-H80-001105,Rural Health Group at Jackson,37131,36.41006199,-77.43642496,fixed_site_assumption,HRSA Health Center Service Delivery and Look-Alike Sites,"Reviewed HRSA-supported health center site as a planning candidate; health_center_type=Service Delivery Site; location_type=Permanent; status=Active; address=9425 NC Highway 305, Jackson, NC, 27845-9679. This is not a claim that the site currently provides mammography.",reviewed
HRSA-HCSD-BPS-H80-001142,MCGILL FAMILY MEDICINE,37025,35.41728959,-80.59720712,fixed_site_assumption,HRSA Health Center Service Delivery and Look-Alike Sites,"Reviewed HRSA-supported health center site as a planning candidate; health_center_type=Administrative/Service Delivery Site; location_type=Permanent; status=Active; address=202D McGill Ave NW, Concord, NC, 28025. This is not a claim that the site currently provides mammography.",reviewed
HRSA-HCSD-BPS-H80-001167,The C.W. Williams Community Health Center Inc.,37119,35.22417146,-80.89610068,fixed_site_assumption,HRSA Health Center Service Delivery and Look-Alike Sites,"Reviewed HRSA-supported health center site as a planning candidate; health_center_type=Service Delivery Site; location_type=Permanent; status=Active; address=3333 Wilkinson Boulevard, Charlotte, NC, 28208-5631. This is not a claim that the site currently provides mammography.",reviewed
HRSA-HCSD-BPS-H80-001197,MedNorth Health Center,37129,34.24641634,-77.94636738,fixed_site_assumption,HRSA Health Center Service Delivery and Look-Alike Sites,"Reviewed HRSA-supported health center site as a planning candidate; health_center_type=Administrative/Service Delivery Site; location_type=Permanent; status=Active; address=925 N 4th St, Wilmington, NC, 28401-3450. This is not a claim that the site currently provides mammography.",reviewed
HRSA-HCSD-BPS-H80-001405,John H. Lucas Sr Wellness Center,37063,35.9525674,-78.90420953,fixed_site_assumption,HRSA Health Center Service Delivery and Look-Alike Sites,"Reviewed HRSA-supported health center site as a planning candidate; health_center_type=Service Delivery Site; location_type=Permanent; status=Active; address=3727 Fayetteville St, Durham, NC, 27707-4718. This is not a claim that the site currently provides mammography.",reviewed
HRSA-HCSD-BPS-H80-001441,Wilson Community Health Center,37195,35.72507756,-77.90722272,fixed_site_assumption,HRSA Health Center Service Delivery and Look-Alike Sites,"Reviewed HRSA-supported health center site as a planning candidate; health_center_type=Service Delivery Site; location_type=Permanent; status=Active; address=303 Green St E, Wilson, NC, 27893-4105. This is not a claim that the site currently provides mammography.",reviewed
HRSA-HCSD-BPS-H80-001501,Lincoln CHC -Durham County Human Services,37063,35.99203908,-78.89646809,fixed_site_assumption,HRSA Health Center Service Delivery and Look-Alike Sites,"Reviewed HRSA-supported health center site as a planning candidate; health_center_type=Service Delivery Site; location_type=Permanent; status=Active; address=414 E Main St, Durham, NC, 27701-3791. This is not a claim that the site currently provides mammography.",reviewed
HRSA-HCSD-BPS-H80-001637,HEALTH CARE FOR THE HOMELESS,37063,35.9931053,-78.8953388,fixed_site_assumption,HRSA Health Center Service Delivery and Look-Alike Sites,"Reviewed HRSA-supported health center site as a planning candidate; health_center_type=Service Delivery Site; location_type=Permanent; status=Active; address=412 Liberty St, Durham, NC, 27701-3408. This is not a claim that the site currently provides mammography.",reviewed
HRSA-HCSD-BPS-H80-001640,GOSHEN MEDICAL CENTER - COMMUNITY HEALTH SERVICES,37191,35.21173733,-78.07661562,fixed_site_assumption,HRSA Health Center Service Delivery and Look-Alike Sites,"Reviewed HRSA-supported health center site as a planning candidate; health_center_type=Service Delivery Site; location_type=Permanent; status=Active; address=325 NC Highway 55 W, Mount Olive, NC, 28365-8527. This is not a claim that the site currently provides mammography.",reviewed
HRSA-HCSD-BPS-H80-001642,APEX,37183,35.72876296,-78.85307489,fixed_site_assumption,HRSA Health Center Service Delivery and Look-Alike Sites,"Reviewed HRSA-supported health center site as a planning candidate; health_center_type=Service Delivery Site; location_type=Permanent; status=Active; address=212 South Salem Street, Apex, NC, 27502-1825. This is not a claim that the site currently provides mammography.",reviewed
HRSA-HCSD-BPS-H80-001819,Scott Community Health Center,37001,36.21299468,-79.39697818,fixed_site_assumption,HRSA Health Center Service Delivery and Look-Alike Sites,"Reviewed HRSA-supported health center site as a planning candidate; health_center_type=Service Delivery Site; location_type=Permanent; status=Active; address=5270 Union Ridge Rd, Burlington, NC, 27217-7594. This is not a claim that the site currently provides mammography.",reviewed
HRSA-HCSD-BPS-H80-001845,"Lincoln Community Health Center, Inc.",37063,35.980571,-78.89771331,fixed_site_assumption,HRSA Health Center Service Delivery and Look-Alike Sites,"Reviewed HRSA-supported health center site as a planning candidate; health_center_type=Administrative/Service Delivery Site; location_type=Permanent; status=Active; address=1301 Fayetteville St, Durham, NC, 27707-2398. This is not a claim that the site currently provides mammography.",reviewed
HRSA-HCSD-BPS-H80-001925,Contentnea Health Greene Dental,37079,35.45389764,-77.6814751,fixed_site_assumption,HRSA Health Center Service Delivery and Look-Alike Sites,"Reviewed HRSA-supported health center site as a planning candidate; health_center_type=Service Delivery Site; location_type=Permanent; status=Active; address=6 Professional Dr, Snow Hill, NC, 28580-1333. This is not a claim that the site currently provides mammography.",reviewed
HRSA-HCSD-BPS-H80-001955,Kintegra Family Medicine - Hudson,37071,35.23422908,-81.20346398,fixed_site_assumption,HRSA Health Center Service Delivery and Look-Alike Sites,"Reviewed HRSA-supported health center site as a planning candidate; health_center_type=Service Delivery Site; location_type=Permanent; status=Active; address=991 W Hudson Blvd, Gastonia, NC, 28052-6430. This is not a claim that the site currently provides mammography.",reviewed
HRSA-HCSD-BPS-H80-002082,Contentnea Health Bernstein,37147,35.63709313,-77.36611584,fixed_site_assumption,HRSA Health Center Service Delivery and Look-Alike Sites,"Reviewed HRSA-supported health center site as a planning candidate; health_center_type=Service Delivery Site; location_type=Permanent; status=Active; address=261 Belvoir Rd, Greenville, NC, 27834-8661. This is not a claim that the site currently provides mammography.",reviewed
HRSA-HCSD-BPS-H80-002088,GOSHEN MEDICAL CENTER - GOLDSBORO,37191,35.40196592,-77.95342176,fixed_site_assumption,HRSA Health Center Service Delivery and Look-Alike Sites,"Reviewed HRSA-supported health center site as a planning candidate; health_center_type=Service Delivery Site; location_type=Permanent; status=Active; address=2701 Medical Office Pl, Goldsboro, NC, 27534-9404. This is not a claim that the site currently provides mammography.",reviewed
HRSA-HCSD-BPS-H80-002194,Comm Well Health of Newton Grove/Spivey's Corner - Dental,37163,35.24208556,-78.45155231,fixed_site_assumption,HRSA Health Center Service Delivery and Look-Alike Sites,"Reviewed HRSA-supported health center site as a planning candidate; health_center_type=Service Delivery Site; location_type=Permanent; status=Active; address=1508 Maple Grove Church Rd, Unit A, Dunn, NC, 28334-7688. This is not a claim that the site currently provides mammography.",reviewed
HRSA-HCSD-BPS-H80-002213,Kintegra Family Medicine - Statesville,37097,35.7699184,-80.88475485,fixed_site_assumption,HRSA Health Center Service Delivery and Look-Alike Sites,"Reviewed HRSA-supported health center site as a planning candidate; health_center_type=Service Delivery Site; location_type=Permanent; status=Active; address=1022 Shelton Ave, Statesville, NC, 28677-6826. This is not a claim that the site currently provides mammography.",reviewed
HRSA-HCSD-BPS-H80-002262,Murfreesboro Primay Care,37091,36.4395442,-77.08853809,fixed_site_assumption,HRSA Health Center Service Delivery and Look-Alike Sites,"Reviewed HRSA-supported health center site as a planning candidate; health_center_type=Service Delivery Site; location_type=Permanent; status=Active; address=305 Beechwood Blvd, Murfreesboro, NC, 27855-1134. This is not a claim that the site currently provides mammography.",reviewed
HRSA-HCSD-BPS-H80-002454,BLUE RIDGE HEALTH CENTER,37089,35.34967601,-82.43121297,fixed_site_assumption,HRSA Health Center Service Delivery and Look-Alike Sites,"Reviewed HRSA-supported health center site as a planning candidate; health_center_type=Service Delivery Site; location_type=Permanent; status=Active; address=2579 Chimney Rock Rd, Hendersonville, NC, 28792-9181. This is not a claim that the site currently provides mammography.",reviewed
HRSA-HCSD-BPS-H80-002496,Kintegra Family Medicine - 3rd Ave,37071,35.25889337,-81.18057174,fixed_site_assumption,HRSA Health Center Service Delivery and Look-Alike Sites,"Reviewed HRSA-supported health center site as a planning candidate; health_center_type=Service Delivery Site; location_type=Permanent; status=Active; address=111 E 3rd Ave, Gastonia, NC, 28052-4317. This is not a claim that the site currently provides mammography.",reviewed
HRSA-HCSD-BPS-H80-002522,GOSHEN MEDICAL CENTER - WARSAW,37061,35.00230534,-78.08129507,fixed_site_assumption,HRSA Health Center Service Delivery and Look-Alike Sites,"Reviewed HRSA-supported health center site as a planning candidate; health_center_type=Service Delivery Site; location_type=Permanent; status=Active; address=603 E College St, Warsaw, NC, 28398-2104. This is not a claim that the site currently provides mammography.",reviewed
HRSA-HCSD-BPS-H80-002600,WALLTOWN CLINIC,37063,36.01105992,-78.91988998,fixed_site_assumption,HRSA Health Center Service Delivery and Look-Alike Sites,"Reviewed HRSA-supported health center site as a planning candidate; health_center_type=Service Delivery Site; location_type=Permanent; status=Active; address=815 Broad St, Durham, NC, 27705-4137. This is not a claim that the site currently provides mammography.",reviewed
HRSA-HCSD-BPS-H80-002613,APPLE VALLEY SCHOOL HLTH CTR,37089,35.36207401,-82.42176396,seasonal_fixed_site_assumption,HRSA Health Center Service Delivery and Look-Alike Sites,"Reviewed HRSA-supported health center site as a planning candidate; health_center_type=Service Delivery Site; location_type=Seasonal; status=Active; address=43 Fruitland Rd, Hendersonville, NC, 28792-8510. This is not a claim that the site currently provides mammography.",reviewed
HRSA-HCSD-BPS-H80-002772,FUQUAY-VARINA,37183,35.58652675,-78.78113989,fixed_site_assumption,HRSA Health Center Service Delivery and Look-Alike Sites,"Reviewed HRSA-supported health center site as a planning candidate; health_center_type=Service Delivery Site; location_type=Permanent; status=Active; address=130 N Judd Pkwy NE, Fuquay Varina, NC, 27526-2367. This is not a claim that the site currently provides mammography.",reviewed
HRSA-HCSD-BPS-H80-002897,GOSHEN MEDICAL CENTER - FAISON DENTAL SERVICES,37061,35.15245028,-78.1067605,fixed_site_assumption,HRSA Health Center Service Delivery and Look-Alike Sites,"Reviewed HRSA-supported health center site as a planning candidate; health_center_type=Service Delivery Site; location_type=Permanent; status=Active; address=460 SW Center St, Faison, NC, 28341. This is not a claim that the site currently provides mammography.",reviewed
HRSA-HCSD-BPS-H80-003107,Siler City Community Health Center,37037,35.72448806,-79.44844248,fixed_site_assumption,HRSA Health Center Service Delivery and Look-Alike Sites,"Reviewed HRSA-supported health center site as a planning candidate; health_center_type=Service Delivery Site; location_type=Permanent; status=Active; address=224 S 10th Ave, Siler City, NC, 27344-2779. This is not a claim that the site currently provides mammography.",reviewed
HRSA-HCSD-BPS-H80-003127,"ANSON REGIONAL MEDICAL SERVICES, INC.",37007,34.96788199,-80.07893821,fixed_site_assumption,HRSA Health Center Service Delivery and Look-Alike Sites,"Reviewed HRSA-supported health center site as a planning candidate; health_center_type=Administrative/Service Delivery Site; location_type=Permanent; status=Active; address=203 Salisbury St, Wadesboro, NC, 28170-2155. This is not a claim that the site currently provides mammography.",reviewed
HRSA-HCSD-BPS-H80-003209,Rural Health Group at Lake Gaston,37083,36.43372242,-77.91239485,fixed_site_assumption,HRSA Health Center Service Delivery and Look-Alike Sites,"Reviewed HRSA-supported health center site as a planning candidate; health_center_type=Service Delivery Site; location_type=Permanent; status=Active; address=108 Mosby Ave, Littleton, NC, 27850-9411. This is not a claim that the site currently provides mammography.",reviewed
HRSA-HCSD-BPS-H80-003334,WADE FAMILY MEDICAL CENTER,37051,35.1592382,-78.73000626,fixed_site_assumption,HRSA Health Center Service Delivery and Look-Alike Sites,"Reviewed HRSA-supported health center site as a planning candidate; health_center_type=Administrative/Service Delivery Site; location_type=Permanent; status=Active; address=7118 Main St, Wade, NC, 28395-9749. This is not a claim that the site currently provides mammography.",reviewed
HRSA-HCSD-BPS-H80-003413,SOUTHEAST RALEIGH -  ADMINISTRATION,37183,35.76742616,-78.61574633,fixed_site_assumption,HRSA Health Center Service Delivery and Look-Alike Sites,"Reviewed HRSA-supported health center site as a planning candidate; health_center_type=Administrative/Service Delivery Site; location_type=Permanent; status=Active; address=1001 Rock Quarry Rd, Raleigh, NC, 27610-3825. This is not a claim that the site currently provides mammography.",reviewed
HRSA-HCSD-BPS-H80-003568,GOSHEN MEDICAL CENTER - LAMBERTS,37191,35.19575423,-78.06667101,fixed_site_assumption,HRSA Health Center Service Delivery and Look-Alike Sites,"Reviewed HRSA-supported health center site as a planning candidate; health_center_type=Service Delivery Site; location_type=Permanent; status=Active; address=130 NE Center St, Mount Olive, NC, 28365-1701. This is not a claim that the site currently provides mammography.",reviewed
HRSA-HCSD-BPS-H80-003635,GOSHEN MEDICAL CENTER - INC.,37061,35.11012037,-78.1360387,fixed_site_assumption,HRSA Health Center Service Delivery and Look-Alike Sites,"Reviewed HRSA-supported health center site as a planning candidate; health_center_type=Service Delivery Site; location_type=Permanent; status=Active; address=444 SW Center St, Faison, NC, 28341-8820. This is not a claim that the site currently provides mammography.",reviewed
HRSA-HCSD-BPS-H80-003770,JULIAN T. PIERCE HEALTH CENTER,37155,34.68468569,-79.18238956,fixed_site_assumption,HRSA Health Center Service Delivery and Look-Alike Sites,"Reviewed HRSA-supported health center site as a planning candidate; health_center_type=Service Delivery Site; location_type=Permanent; status=Active; address=307 E Wardell Dr, Pembroke, NC, 28372-7998. This is not a claim that the site currently provides mammography.",reviewed
HRSA-HCSD-BPS-H80-003957,Harvest Family Health Center,37127,35.86674916,-77.94104915,fixed_site_assumption,HRSA Health Center Service Delivery and Look-Alike Sites,"Reviewed HRSA-supported health center site as a planning candidate; health_center_type=Service Delivery Site; location_type=Permanent; status=Active; address=8250 South Nc 58, Elm City, NC, 27822-8079. This is not a claim that the site currently provides mammography.",reviewed
HRSA-HCSD-BPS-H80-004030,MAXTON MEDICAL CENTER,37155,34.73278428,-79.34238886,fixed_site_assumption,HRSA Health Center Service Delivery and Look-Alike Sites,"Reviewed HRSA-supported health center site as a planning candidate; health_center_type=Service Delivery Site; location_type=Permanent; status=Active; address=610 E Martin Luther King Jr Dr, Maxton, NC, 28364-1800. This is not a claim that the site currently provides mammography.",reviewed
HRSA-HCSD-BPS-H80-004081,Rural Health Group Dental at Jackson,37131,36.409569,-77.436028,fixed_site_assumption,HRSA Health Center Service Delivery and Look-Alike Sites,"Reviewed HRSA-supported health center site as a planning candidate; health_center_type=Service Delivery Site; location_type=Permanent; status=Active; address=9409 NC Highway 305, Jackson, NC, 27845-9679. This is not a claim that the site currently provides mammography.",reviewed
HRSA-HCSD-BPS-H80-004085,WINDSOR COMMUNITY HEALTH CTR,37015,35.98870476,-76.930304,fixed_site_assumption,HRSA Health Center Service Delivery and Look-Alike Sites,"Reviewed HRSA-supported health center site as a planning candidate; health_center_type=Administrative/Service Delivery Site; location_type=Permanent; status=Active; address=104 Rhodes Ave, Windsor, NC, 27983-9656. This is not a claim that the site currently provides mammography.",reviewed
HRSA-HCSD-BPS-H80-004227,Freedom Hill Community Health Center,37065,35.87515164,-77.52411166,fixed_site_assumption,HRSA Health Center Service Delivery and Look-Alike Sites,"Reviewed HRSA-supported health center site as a planning candidate; health_center_type=Service Delivery Site; location_type=Permanent; status=Active; address=162 NC Highway 33 E, Tarboro, NC, 27886-8582. This is not a claim that the site currently provides mammography.",reviewed
HRSA-HCSD-BPS-H80-004319,Carrboro Community Health Center,37135,35.91345522,-79.06976511,fixed_site_assumption,HRSA Health Center Service Delivery and Look-Alike Sites,"Reviewed HRSA-supported health center site as a planning candidate; health_center_type=Service Delivery Site; location_type=Permanent; status=Active; address=301 Lloyd St, Carrboro, NC, 27510-1823. This is not a claim that the site currently provides mammography.",reviewed
HRSA-HCSD-BPS-H80-004338,CommWell Health of Tar Heel,37017,34.756062,-78.80300392,fixed_site_assumption,HRSA Health Center Service Delivery and Look-Alike Sites,"Reviewed HRSA-supported health center site as a planning candidate; health_center_type=Service Delivery Site; location_type=Permanent; status=Active; address=16526 NC Highway 87 W, Tar Heel, NC, 28392-8608. This is not a claim that the site currently provides mammography.",reviewed
HRSA-HCSD-BPS-H80-004346,CASWELL FAMILY MEDICAL CENTER,37033,36.41717311,-79.35815966,fixed_site_assumption,HRSA Health Center Service Delivery and Look-Alike Sites,"Reviewed HRSA-supported health center site as a planning candidate; health_center_type=Administrative/Service Delivery Site; location_type=Permanent; status=Active; address=439 Us Highway 158 West, Yanceyville, NC, 27379-8304. This is not a claim that the site currently provides mammography.",reviewed
HRSA-HCSD-BPS-H80-004559,Moncure Community Health Center,37037,35.63142547,-79.09618345,fixed_site_assumption,HRSA Health Center Service Delivery and Look-Alike Sites,"Reviewed HRSA-supported health center site as a planning candidate; health_center_type=Service Delivery Site; location_type=Permanent; status=Active; address=7228 Moncure Pittsboro Rd, Moncure, NC, 27559-9595. This is not a claim that the site currently provides mammography.",reviewed
HRSA-HCSD-BPS-H80-004621,CommWell Health of Penderlea,37141,34.6572834,-78.04896464,fixed_site_assumption,HRSA Health Center Service Delivery and Look-Alike Sites,"Reviewed HRSA-supported health center site as a planning candidate; health_center_type=Service Delivery Site; location_type=Permanent; status=Active; address=5531 Eleanor Roosevelt Ln, Willard, NC, 28478-6621. This is not a claim that the site currently provides mammography.",reviewed
HRSA-HCSD-BPS-H80-004788,GOSHEN MEDICAL CENTER - PLAINVIEW HEALTH SERVICES,37061,34.82244252,-77.92761673,fixed_site_assumption,HRSA Health Center Service Delivery and Look-Alike Sites,"Reviewed HRSA-supported health center site as a planning candidate; health_center_type=Service Delivery Site; location_type=Permanent; status=Active; address=360 E Charity Rd, Rose Hill, NC, 28458-8303. This is not a claim that the site currently provides mammography.",reviewed
HRSA-HCSD-BPS-H80-004834,LEWISTON COMMMUNITY HEALTH CTR,37015,36.1202726,-77.17868161,fixed_site_assumption,HRSA Health Center Service Delivery and Look-Alike Sites,"Reviewed HRSA-supported health center site as a planning candidate; health_center_type=Service Delivery Site; location_type=Permanent; status=Active; address=307 S Main St, Lewiston, NC, 27849-9695. This is not a claim that the site currently provides mammography.",reviewed
HRSA-HCSD-BPS-H80-004910,GOSHEN MEDICAL CENTER - CLINTON,37163,35.01620605,-78.34449998,fixed_site_assumption,HRSA Health Center Service Delivery and Look-Alike Sites,"Reviewed HRSA-supported health center site as a planning candidate; health_center_type=Service Delivery Site; location_type=Permanent; status=Active; address=906 N US 421 Hwy, Clinton, NC, 28328-0410. This is not a claim that the site currently provides mammography.",reviewed
HRSA-HCSD-BPS-H80-005011,GOSHEN MEDICAL CENTER - GARLAND,37163,34.78314078,-78.39389999,fixed_site_assumption,HRSA Health Center Service Delivery and Look-Alike Sites,"Reviewed HRSA-supported health center site as a planning candidate; health_center_type=Service Delivery Site; location_type=Permanent; status=Active; address=105 Lisbon Ave, Garland, NC, 28441-9264. This is not a claim that the site currently provides mammography.",reviewed
HRSA-HCSD-BPS-H80-005040,GOSHEN MEDICAL CENTER - BOLTON,37047,34.32044028,-78.40724591,fixed_site_assumption,HRSA Health Center Service Delivery and Look-Alike Sites,"Reviewed HRSA-supported health center site as a planning candidate; health_center_type=Service Delivery Site; location_type=Permanent; status=Active; address=213 9th St, Bolton, NC, 28423-8410. This is not a claim that the site currently provides mammography.",reviewed
HRSA-HCSD-BPS-H80-005236,"PERSON FAMILY MEDICAL CENTER, INC.",37145,36.402169,-78.97795704,fixed_site_assumption,HRSA Health Center Service Delivery and Look-Alike Sites,"Reviewed HRSA-supported health center site as a planning candidate; health_center_type=Service Delivery Site; location_type=Permanent; status=Active; address=702 N Main St, Roxboro, NC, 27573-4755. This is not a claim that the site currently provides mammography.",reviewed
HRSA-HCSD-BPS-H80-005241,Charles Drew Community Health Center,37001,36.09871146,-79.40543946,fixed_site_assumption,HRSA Health Center Service Delivery and Look-Alike Sites,"Reviewed HRSA-supported health center site as a planning candidate; health_center_type=Service Delivery Site; location_type=Permanent; status=Active; address=221 N Graham Hopedale Rd, Burlington, NC, 27217-2971. This is not a claim that the site currently provides mammography.",reviewed
HRSA-HCSD-BPS-H80-005380,STOKES DENTAL CENTER,37089,35.35030201,-82.43089202,fixed_site_assumption,HRSA Health Center Service Delivery and Look-Alike Sites,"Reviewed HRSA-supported health center site as a planning candidate; health_center_type=Service Delivery Site; location_type=Permanent; status=Active; address=2595 Chimney Rock Rd, Hendersonville, NC, 28792-9181. This is not a claim that the site currently provides mammography.",reviewed
HRSA-HCSD-BPS-H80-005468,Rural Health Group at Twin County,37083,36.24907433,-77.95875365,fixed_site_assumption,HRSA Health Center Service Delivery and Look-Alike Sites,"Reviewed HRSA-supported health center site as a planning candidate; health_center_type=Service Delivery Site; location_type=Permanent; status=Active; address=204 Evans Rd, Hollister, NC, 27844-9247. This is not a claim that the site currently provides mammography.",reviewed
HRSA-HCSD-BPS-H80-005590,STEDMAN FAMILY DENTAL CENTER,37051,35.0178673,-78.7167595,fixed_site_assumption,HRSA Health Center Service Delivery and Look-Alike Sites,"Reviewed HRSA-supported health center site as a planning candidate; health_center_type=Service Delivery Site; location_type=Permanent; status=Active; address=6540 Clinton Rd, Stedman, NC, 28391-8846. This is not a claim that the site currently provides mammography.",reviewed
HRSA-HCSD-BPS-H80-006053,Harmony Mobile1,37079,35.44151371,-77.66052981,mobile_stop_assumption,HRSA Health Center Service Delivery and Look-Alike Sites,"Reviewed HRSA-supported health center site as a planning candidate; health_center_type=Service Delivery Site; location_type=Mobile Van; status=Active; address=1106 Kingold Blvd, Snow Hill, NC, 28580-1619. This is not a claim that the site currently provides mammography.",reviewed
HRSA-HCSD-BPS-H80-007610,Rural Health Group at Scotland Neck,37083,36.1289806,-77.4291664,fixed_site_assumption,HRSA Health Center Service Delivery and Look-Alike Sites,"Reviewed HRSA-supported health center site as a planning candidate; health_center_type=Service Delivery Site; location_type=Permanent; status=Active; address=919 Jr High School Rd, Scotland Neck, NC, 27874-1219. This is not a claim that the site currently provides mammography.",reviewed
HRSA-HCSD-BPS-H80-007710,Piedmont Health SeniorCare Burlington Community Health Center,37001,36.10072588,-79.41744377,fixed_site_assumption,HRSA Health Center Service Delivery and Look-Alike Sites,"Reviewed HRSA-supported health center site as a planning candidate; health_center_type=Service Delivery Site; location_type=Permanent; status=Active; address=1214 Vaughn Rd, Burlington, NC, 27217-2863. This is not a claim that the site currently provides mammography.",reviewed
HRSA-HCSD-BPS-H80-007819,CommWell Health of Newton Grove/Spivey's Corner,37163,35.24304596,-78.45120002,fixed_site_assumption,HRSA Health Center Service Delivery and Look-Alike Sites,"Reviewed HRSA-supported health center site as a planning candidate; health_center_type=Service Delivery Site; location_type=Permanent; status=Active; address=3331 Easy St, Dunn, NC, 28334-7988. This is not a claim that the site currently provides mammography.",reviewed
HRSA-HCSD-BPS-H80-007821,CommWell Health of Dublin - Dental,37017,34.65141544,-78.71694876,fixed_site_assumption,HRSA Health Center Service Delivery and Look-Alike Sites,"Reviewed HRSA-supported health center site as a planning candidate; health_center_type=Service Delivery Site; location_type=Permanent; status=Active; address=73 Dixon St, Dublin, NC, 28332. This is not a claim that the site currently provides mammography.",reviewed
HRSA-HCSD-BPS-H80-007823,CommWell Health of Harrells,37163,34.7256325,-78.19409998,fixed_site_assumption,HRSA Health Center Service Delivery and Look-Alike Sites,"Reviewed HRSA-supported health center site as a planning candidate; health_center_type=Service Delivery Site; location_type=Permanent; status=Active; address=194 Tomahawk Hwy, Harrells, NC, 28444-9765. This is not a claim that the site currently provides mammography.",reviewed
