candidate_id,candidate_name,county_fips,latitude,longitude,weighted_mean_distance_reduction,person_miles_reduced,population_brought_within_threshold,population_with_improved_access,intervention_score
HRSA-HCSD-BPS-H80-030230,CommWell Health of Ocean Isle Beach - Dental,37019,33.90563079,-78.44291535,0.07300240914240741,121210.64505573327,0.0,12272.0,65.0
HRSA-HCSD-BPS-H80-014413,CommWell Health of Shallotte - Medical,37019,33.97205062,-78.39684631,0.058757481328955384,97558.865486751,0.0,13781.0,52.3
HRSA-HCSD-BPS-H80-013115,Ocracoke Health Center,37095,35.11260548,-75.97871871,0.009447495889079824,15686.291511872023,648.0,1078.0,43.4
HRSA-HCSD-BPS-H80-033458,Ocracoke Health Center Pharmacy,37095,35.11286425,-75.97872321,0.009454843601467741,15698.491396350986,648.0,1078.0,43.4
HRSA-HCSD-BPS-H80-037403,Ocracoke School,37095,35.11167484,-75.9789405,0.009416949090687873,15635.57267695997,648.0,1078.0,43.4
HRSA-HCSD-BPS-H80-013131,Engelhard Medical Center,37095,35.50794465,-76.02399272,0.017032144945204105,28279.577341943816,430.0,2003.0,38.4
HRSA-HCSD-BPS-H80-037408,Mattamuskeet Early College High,37095,35.44214034,-76.21895462,0.015182715547786864,25208.849500501135,430.0,2142.0,36.7
HRSA-HCSD-BPS-H80-037383,Mattamuskeet Elementary School,37095,35.44094056,-76.21713205,0.01516262525343995,25175.492278927824,430.0,2142.0,36.7
HRSA-HCSD-BPS-H80-017483,Creswell Primary Care,37187,35.87843918,-76.40755812,0.01107060208100422,18381.24022422657,430.0,2153.0,33.1
HRSA-HCSD-BPS-H80-041588,CRCHC at North Forsyth Magnet High School,37067,36.17433814,-80.28184279,0.03400866319663675,56466.794068483774,0.0,20445.0,30.3
HRSA-HCSD-BPS-H80-041592,CRCHC at Mineral Springs Schools,37067,36.15681116,-80.23629804,0.02202948025799091,36576.977988559076,0.0,16838.0,19.6
HRSA-HCSD-BPS-H80-014333,Contentnea Health Pamlico,37137,35.14266433,-76.77281167,0.02194959467763175,36444.33876692604,0.0,3223.0,19.5
HRSA-HCSD-BPS-H80-035875,GOSHEN MEDICAL CENTER - HAMPSTEAD MOBILE UNIT,37141,34.41120607,-77.6492331,0.021555199177276017,35789.498281977896,0.0,5885.0,19.2
HRSA-HCSD-BPS-H80-014545,Person Family Dental Center Caswell Site,37033,36.40775306,-79.33805399,0.02161591740180026,35890.31269684009,0.0,4054.0,19.2
HRSA-HCSD-BPS-H80-034212,CFMC at North Village Pharmacy,37033,36.41662015,-79.3537833,0.021327484841783918,35411.409369328554,0.0,4054.0,19.0
HRSA-HCSD-BPS-H80-028372,Catawba Valley Family Medicine - Taylorsville,37003,35.89307839,-81.17785316,0.02132873269655372,35413.48126371342,0.0,4980.0,19.0
HRSA-HCSD-BPS-H80-004346,CASWELL FAMILY MEDICAL CENTER,37033,36.41717311,-79.35815966,0.02120774447763796,35212.59665961335,0.0,4054.0,18.9
HRSA-HCSD-BPS-H80-019762,CFMC Urgent Care,37033,36.41715714,-79.35831238,0.021203742232742268,35205.951472267116,0.0,4054.0,18.9
HRSA-HCSD-BPS-H80-037360,Compassion Health Care Mobile Unit,37033,36.41671872,-79.35809873,0.02121367299194989,35222.44015727888,0.0,4054.0,18.9
HRSA-HCSD-BPS-H80-010150,Agape Community Health Clinic - Williamston,37117,35.83807383,-77.06872965,0.02101882245005348,34898.917137283046,0.0,4121.0,18.7
HRSA-HCSD-BPS-H80-024921,Catawba Valley Family Medicine - Claremont,37035,35.71455278,-81.15221677,0.02063233802010491,34257.21191675149,0.0,9960.0,18.4
HRSA-HCSD-BPS-H80-031434,Kintegra at Bunker Hill High,37035,35.75371354,-81.11933565,0.020421514017371675,33907.16712145332,0.0,10691.0,18.2
HRSA-HCSD-BPS-H80-037472,Kintegra at Claremont Elementary,37035,35.71657311,-81.14293373,0.020408264602480825,33885.168256698074,0.0,9960.0,18.2
HRSA-HCSD-BPS-H80-041302,Kintegra at Speas Elementary,37067,36.13065024,-80.2960849,0.02040374616887946,33877.66600769154,0.0,17814.0,18.2
HRSA-HCSD-BPS-H80-008712,GOSHEN MEDICAL CENTER - WALLACE,37061,34.74734503,-77.96039156,0.02029047595744398,33689.596113081476,0.0,3899.0,18.1
HRSA-HCSD-BPS-H80-037477,Kintegra at Oxford Elementary,37035,35.77342144,-81.15622868,0.02036912443059532,33820.1812852054,0.0,10031.0,18.1
HRSA-HCSD-BPS-H80-035438,Kintegra at Riverbend Middle School,37035,35.75310849,-81.11644465,0.020236480722342038,33599.94431455144,0.0,10691.0,18.0
HRSA-HCSD-BPS-H80-038664,Agape Health Services- Aurora,37013,35.30152247,-76.78639999,0.01995154601125757,33126.84869298167,0.0,3229.0,17.8
HRSA-HCSD-BPS-H80-005590,STEDMAN FAMILY DENTAL CENTER,37051,35.0178673,-78.7167595,0.019717682153243137,32738.54932836954,0.0,6658.0,17.6
HRSA-HCSD-BPS-H80-004621,CommWell Health of Penderlea,37141,34.6572834,-78.04896464,0.019681045207640115,32677.718626183378,0.0,4300.0,17.5
HRSA-HCSD-BPS-H80-039262,Roanoke River Orthopedics,37117,35.84651277,-77.04881929,0.019501424624272547,32379.48289628029,0.0,4121.0,17.4
HRSA-HCSD-BPS-H80-003770,JULIAN T. PIERCE HEALTH CENTER,37155,34.68468569,-79.18238956,0.019450322565350408,32294.634826218033,0.0,7479.0,17.3
HRSA-HCSD-BPS-H80-028123,Our House Behavioral Health Therapeutic Center,37155,34.68493783,-79.18293264,0.019469158211071962,32325.9088731265,0.0,7479.0,17.3
HRSA-HCSD-BPS-H80-033915,RHCC Mobile Unit,37155,34.68468569,-79.18238956,0.019450322565350408,32294.634826218033,0.0,7479.0,17.3
HRSA-HCSD-BPS-H80-031431,Kintegra at Discovery High,37035,35.67982828,-81.222336,0.018836188095754814,31274.94744760794,0.0,10048.0,16.8
HRSA-HCSD-BPS-H80-031352,Red Springs Health Center,37155,34.81243947,-79.16881825,0.018911222339744536,31399.531680129938,0.0,5978.0,16.8
HRSA-HCSD-BPS-H80-037476,Kintegra at Balls Creek Elementary,37035,35.63012007,-81.12808594,0.018775547314199635,31174.26161634108,0.0,6971.0,16.7
HRSA-HCSD-BPS-H80-028011,Kintegra at Newton Conover High,37035,35.67769998,-81.22422,0.018787712692171263,31194.46058413694,0.0,10048.0,16.7
HRSA-HCSD-BPS-H80-038734,Kintegra at Atrium Women's Center - Waxhaw,37179,34.96212744,-80.76193091,0.01859218137351805,30869.807226241293,0.0,7413.0,16.6
HRSA-HCSD-BPS-H80-027050,Kintegra at South Newton Elementary,37035,35.65519504,-81.22869661,0.0186337539367863,30938.832855252185,0.0,8208.0,16.6
HRSA-HCSD-BPS-H80-037193,Kintegra at Yadkinville Elementary,37197,36.13687942,-80.66110002,0.01868719218885616,31027.55985865016,0.0,7582.0,16.6
HRSA-HCSD-BPS-H80-035452,Kintegra at Mill Creek Middle School,37035,35.65060234,-81.08884011,0.018561610167377104,30819.047865557084,0.0,8775.0,16.5
HRSA-HCSD-BPS-H80-031433,Kintegra at Bandys High,37035,35.64273799,-81.08487503,0.018174553951884713,30176.39327232106,0.0,7313.0,16.2
HRSA-HCSD-BPS-H80-040894,Kintegra at Catawba Elementary,37035,35.69723782,-81.07336167,0.018061681922249932,29988.98450483651,0.0,10154.0,16.1
HRSA-HCSD-BPS-H80-032843,Kintegra at Catawba Rosenwald Education Center,37035,35.70238142,-81.07554784,0.018097592705457664,30048.60951239721,0.0,10154.0,16.1
HRSA-HCSD-BPS-H80-039703,Piedmont Health Mobile Unit # 2,37001,36.10072588,-79.41744377,0.018042013724650828,29956.328117929872,0.0,11409.0,16.1
HRSA-HCSD-BPS-H80-007710,Piedmont Health SeniorCare Burlington Community Health Center,37001,36.10072588,-79.41744377,0.018042013724650828,29956.328117929872,0.0,11409.0,16.1
HRSA-HCSD-BPS-H80-027063,Kintegra at North Newton Elementary,37035,35.68992055,-81.22221094,0.017889805697361007,29703.60723669881,0.0,10048.0,15.9
HRSA-HCSD-BPS-H80-005241,Charles Drew Community Health Center,37001,36.09871146,-79.40543946,0.017793855348573726,29544.294635834613,0.0,11389.0,15.8
HRSA-HCSD-BPS-H80-008055,Rural Health Group at Norlina,37185,36.44515119,-78.19231773,0.017788112249644328,29534.758995380704,0.0,4427.0,15.8
HRSA-HCSD-BPS-H80-037197,Kintegra at North Brook Elementary,37109,35.49474001,-81.45393997,0.01736909717302506,28839.041027689753,0.0,5376.0,15.5
HRSA-HCSD-BPS-H80-041022,Kintegra at Forbush High School,37197,36.14325851,-80.55679998,0.017310087055957577,28741.062694665,0.0,7003.0,15.4
HRSA-HCSD-BPS-H80-035863,Kintegra at Mocksville Elementary,37059,35.90603309,-80.55852875,0.017296929063645296,28719.215624759425,0.0,6229.0,15.4
HRSA-HCSD-BPS-H80-028013,Kintegra at Shuford Elementary,37035,35.72012612,-81.20019168,0.01733349006201762,28779.920226821887,0.0,10150.0,15.4
HRSA-HCSD-BPS-H80-041385,Kintegra at Turning Point Academy,37119,35.27390159,-80.95057064,0.017248156486950595,28638.235345455723,0.0,11570.0,15.4
HRSA-HCSD-BPS-H80-028012,Kintegra Behavioral Health - Mocksville,37059,35.89318648,-80.56260545,0.017179855827541498,28524.83132109594,0.0,6229.0,15.3
HRSA-HCSD-BPS-H80-028014,Kintegra Family Dentistry - Mocksville,37059,35.89827019,-80.57167576,0.017216031279466,28584.895775330562,0.0,6790.0,15.3
HRSA-HCSD-BPS-H80-035453,Kintegra at Central Davie Academy,37059,35.9070115,-80.55261766,0.017235904009578813,28617.891760864328,0.0,6229.0,15.3
HRSA-HCSD-BPS-H80-039105,Kintegra at West Lincoln High,37109,35.48515891,-81.38870814,0.01720194775513871,28561.511984460885,0.0,5200.0,15.3
HRSA-HCSD-BPS-H80-037471,Kintegra at West Lincoln Middle,37109,35.48213204,-81.38759176,0.01717891469231639,28523.268693107908,0.0,6055.0,15.3
HRSA-HCSD-BPS-H80-039024,Kintegra at Forbush Middle,37197,36.14123658,-80.55610001,0.017119297484018355,28424.282367052136,0.0,5525.0,15.2
HRSA-HCSD-BPS-H80-040312,Kintegra at Lyle Creek Elementary,37035,35.74875526,-81.19958098,0.017124955911999303,28433.677422826724,0.0,11743.0,15.2
HRSA-HCSD-BPS-H80-032847,Kintegra at South Davie Middle,37059,35.88693651,-80.56793324,0.017102436568211737,28396.287092578877,0.0,6790.0,15.2
HRSA-HCSD-BPS-LAL-037048,MAHEC at Old Fort Elementary,37111,35.62574941,-82.17933602,0.01700083081778229,28227.584460767095,0.0,6130.0,15.1
HRSA-HCSD-BPS-LAL-037046,MAHEC at Fairview Elementary,37021,35.52407831,-82.41090504,0.01684823235996025,27974.2153223454,0.0,9029.0,15.0
HRSA-HCSD-BPS-H80-004788,GOSHEN MEDICAL CENTER - PLAINVIEW HEALTH SERVICES,37061,34.82244252,-77.92761673,0.016731752499621666,27780.816239034328,0.0,4277.0,14.9
HRSA-HCSD-BPS-H80-013914,"Gateway Community Health Centers, Inc.",37073,36.44582015,-76.70581151,0.016687245542438008,27706.918445070085,0.0,2008.0,14.9
HRSA-HCSD-BPS-H80-004081,Rural Health Group Dental at Jackson,37131,36.409569,-77.436028,0.016681473718505303,27697.335110626056,0.0,3397.0,14.9
HRSA-HCSD-BPS-H80-001105,Rural Health Group at Jackson,37131,36.41006199,-77.43642496,0.016669045660453415,27676.699998018736,0.0,3397.0,14.8
HRSA-HCSD-BPS-H80-037736,South Robeson Medical Center - New Construction,37155,34.49584338,-79.11293325,0.016582342048720458,27532.74035572374,0.0,4326.0,14.8
HRSA-HCSD-BPS-H80-032844,Kintegra at Davie County Early College,37059,35.87093014,-80.55376699,0.016378602050480574,27194.45759354618,0.0,5935.0,14.6
HRSA-HCSD-BPS-H80-023381,Rural Health Group at Drugco Express,37083,36.45138112,-77.64646439,0.01636319771505921,27168.88077416428,0.0,6473.0,14.6
HRSA-HCSD-BPS-H80-003334,WADE FAMILY MEDICAL CENTER,37051,35.1592382,-78.73000626,0.016368755627949292,27178.10893820003,0.0,6925.0,14.6
HRSA-HCSD-BPS-H80-041028,Kintegra at Tuttle Elementary,37035,35.5892378,-81.15749351,0.016269487140145054,27013.287015446946,0.0,6555.0,14.5
HRSA-HCSD-BPS-H80-037195,Kintegra at Union Elementary,37109,35.51762571,-81.36832009,0.01628660800065289,27041.71389300403,0.0,6519.0,14.5
HRSA-HCSD-BPS-H80-034317,Kintegra Family Medicine - Fallston,37045,35.43347794,-81.50222778,0.01604301742702087,26637.264630215504,0.0,5258.0,14.3
HRSA-HCSD-BPS-LAL-036809,MAHEC at Weaverville Elementary School,37021,35.68957743,-82.5627982,0.01589336719544444,26388.79062346411,0.0,9216.0,14.2
HRSA-HCSD-BPS-H80-021767,Rural Health Group at Halifax Community College,37083,36.42925348,-77.61893026,0.01595552901429358,26492.001931817562,0.0,5859.0,14.2
HRSA-HCSD-BPS-H80-028002,St. Pauls Health Center,37155,34.80644222,-78.97017276,0.015987074383556153,26544.37875885321,0.0,6644.0,14.2
HRSA-HCSD-BPS-H80-041023,Kintegra at Banoak Elementary School,37035,35.58225094,-81.41657613,0.015850195621683792,26317.11005339701,0.0,6360.0,14.1
HRSA-HCSD-BPS-H80-032848,Kintegra at William R. Davie Elementary,37059,35.98086429,-80.62255383,0.01584579274754643,26309.799675279926,0.0,6963.0,14.1
HRSA-HCSD-BPS-LAL-038218,MAHEC at Weaverville Primary School,37021,35.69487832,-82.56035203,0.01581141036687253,26252.71237379231,0.0,8375.0,14.1
HRSA-HCSD-BPS-H80-017414,Rural Health Group Women's Health,37083,36.43020127,-77.64202307,0.015623638341514435,25940.942274908615,0.0,6473.0,13.9
HRSA-HCSD-BPS-H80-013479,Rural Health Group at HRMC,37083,36.43237989,-77.64621662,0.015640672082879954,25969.224502890975,0.0,6473.0,13.9
HRSA-HCSD-BPS-H80-041269,Kintegra at Chase Middle,37161,35.27024461,-81.84613458,0.015362694351740968,25507.680007328392,0.0,6097.0,13.7
HRSA-HCSD-BPS-LAL-038222,MAHEC at North Buncombe Middle School,37021,35.71698789,-82.55941719,0.015427555215293131,25615.37271504018,0.0,8174.0,13.7
HRSA-HCSD-BPS-H80-035857,East Yancey School Based Health Center,37199,35.82602701,-82.28033947,0.015222131358195829,25274.294132550818,0.0,4595.0,13.6
HRSA-HCSD-BPS-H80-041027,Kintegra at Sherrills Ford Elementary,37035,35.62151831,-80.98772485,0.015232057058990275,25290.77441875039,0.0,5884.0,13.6
HRSA-HCSD-BPS-H80-021734,Rural Health Group at Halifax Medical Specialist,37083,36.43229896,-77.65111082,0.015328833227802693,25451.458182280618,0.0,6473.0,13.6
HRSA-HCSD-BPS-H80-013913,"Gateway Community Health Centers, Inc",37073,36.40884925,-76.75337496,0.015215622085313756,25263.486363681975,0.0,2459.0,13.5
HRSA-HCSD-BPS-H80-035493,"Gateway Community Health Centers, Inc. Mobile Primary Care Clinic",37073,36.40884925,-76.75337496,0.015215622085313756,25263.486363681975,0.0,2459.0,13.5
HRSA-HCSD-BPS-H80-036094,Kintegra at Burns Middle School,37045,35.42476,-81.53865,0.014787174644162439,24552.107228054767,0.0,5258.0,13.2
HRSA-HCSD-BPS-H80-041109,Kintegra at East Rutherford Middle,37161,35.36127052,-81.83070551,0.014828686069583477,24621.03134592397,0.0,5970.0,13.2
HRSA-HCSD-BPS-H80-032845,Kintegra at Cornatzer Elementary,37059,35.89560617,-80.49647357,0.014666800474391702,24352.24216966338,0.0,5302.0,13.1
HRSA-HCSD-BPS-H80-039026,Kintegra at West Yadkin Elementary,37197,36.12302329,-80.78769786,0.014672154953351177,24361.132559120928,0.0,4210.0,13.1
HRSA-HCSD-BPS-H80-035383,Appalachian Mountain Health Dental Mobile Van,37021,35.61376266,-82.63823676,0.01461780698980616,24270.895102629504,0.0,10525.0,13.0
HRSA-HCSD-BPS-H80-038326,Appalachian Mountain Health Mobile Dental Van,37021,35.61376266,-82.63823676,0.01461780698980616,24270.895102629504,0.0,10525.0,13.0
HRSA-HCSD-BPS-H80-041516,Appalachian Mountain Health Mobile Medical RV,37021,35.61376266,-82.63823676,0.01461780698980616,24270.895102629504,0.0,10525.0,13.0
HRSA-HCSD-BPS-H80-035101,Appalachian Mountain Health Mobile Primary Care,37021,35.61376266,-82.63823676,0.01461780698980616,24270.895102629504,0.0,10525.0,13.0
HRSA-HCSD-BPS-H80-017970,Appalachian Mountain Health at Leicester,37021,35.61376266,-82.63823676,0.01461780698980616,24270.895102629504,0.0,10525.0,13.0
HRSA-HCSD-BPS-H80-019019,Craven County Community Health Center- Havelock,37049,34.9098032,-76.93464987,0.014599778360112427,24240.96099688807,0.0,5034.0,13.0
HRSA-HCSD-BPS-H80-041026,Kintegra at Startown Elementary,37035,35.63906067,-81.26979718,0.01441131240250891,23928.038717191706,0.0,7934.0,12.8
HRSA-HCSD-BPS-LAL-038228,MAHEC at North Windy Ridge Intermediate School,37021,35.72533962,-82.5527369,0.014363054865124842,23847.91359113301,0.0,7617.0,12.8
HRSA-HCSD-BPS-H80-034373,Blue Ridge Health - Erwin Middle School,37021,35.61821001,-82.62958998,0.014307183223426001,23755.14627276371,0.0,9735.0,12.7
HRSA-HCSD-BPS-H80-039178,Kintegra at Cherryville High,37071,35.38956708,-81.37985224,0.014278947190568037,23708.2641520675,0.0,5935.0,12.7
HRSA-HCSD-BPS-LAL-041169,MAHEC at Clyde A Erwin Middle School,37021,35.61788081,-82.62999056,0.01431236372408154,23763.747794734645,0.0,9735.0,12.7
HRSA-HCSD-BPS-H80-035862,Kintegra at Cooleemee Elementary,37059,35.81538683,-80.55258514,0.014155803449311846,23503.800594116663,0.0,4963.0,12.6
HRSA-HCSD-BPS-LAL-041162,MAHEC at Clyde A Erwin High School,37021,35.61950678,-82.62615282,0.014161683903813707,23513.564294955646,0.0,10292.0,12.6
HRSA-HCSD-BPS-H80-027044,Kintegra at Newton-Conover Middle,37035,35.73253649,-81.22527268,0.013938199370509895,23142.498397816664,0.0,10108.0,12.4
HRSA-HCSD-BPS-H80-035441,Kintegra at Jacob's Fork Middle School,37035,35.6138523,-81.37109257,0.013793653529307582,22902.499542188783,0.0,6360.0,12.3
HRSA-HCSD-BPS-H80-039180,Kintegra at W.B. Beam Intermediate,37071,35.38188121,-81.37558611,0.013764409759644469,22853.94421057209,0.0,5029.0,12.3
HRSA-HCSD-BPS-H80-034291,Hominy Valley Health Center,37021,35.5443745,-82.70729635,0.013622115813513042,22617.684322703582,0.0,7439.0,12.1
HRSA-HCSD-BPS-H80-039183,Kintegra at Cherryville Elementary,37071,35.37872404,-81.37180838,0.013555612003348556,22507.263723939825,0.0,5403.0,12.1
HRSA-HCSD-BPS-H80-030343,Kintegra at Fred T Foard HIgh,37035,35.61715934,-81.37156103,0.013549018578448509,22496.316232005658,0.0,6360.0,12.1
HRSA-HCSD-BPS-H80-000250,GOSHEN MEDICAL CENTER - BEULAVILLE,37061,34.92943378,-77.7696803,0.01342241546219484,22286.108848887136,0.0,3835.0,12.0
HRSA-HCSD-BPS-H80-039725,GOSHEN MEDICAL CENTER - BEULAVILLE MOBILE UNIT,37061,34.92943378,-77.7696803,0.01342241546219484,22286.108848887136,0.0,3835.0,12.0
HRSA-HCSD-BPS-LAL-038212,MAHEC at North Buncombe Elementary School,37021,35.74412975,-82.56929703,0.01348548230302813,22390.8228240673,0.0,8324.0,12.0
HRSA-HCSD-BPS-LAL-038224,MAHEC at North Buncombe High School,37021,35.739808,-82.55761969,0.013425905500970363,22291.903587118657,0.0,7985.0,12.0
HRSA-HCSD-BPS-H80-027675,Wade Family Medical Center - Downtown,37051,35.08682564,-78.90731335,0.013457125778901723,22343.740643886158,0.0,11533.0,12.0
HRSA-HCSD-BPS-H80-038862,Wade Family Medical Center Mobile Unit,37051,35.08682564,-78.90731335,0.013457125778901723,22343.740643886158,0.0,11533.0,12.0
HRSA-HCSD-BPS-H80-039186,Kintegra at Chavis Middle,37071,35.3718567,-81.37565719,0.013326878936276616,22127.483345030923,0.0,5403.0,11.9
HRSA-HCSD-BPS-H80-000114,Rural Health Group at Roanoke Rapids,37083,36.40458789,-77.64743342,0.013324740265068424,22123.932370210332,0.0,6616.0,11.9
HRSA-HCSD-BPS-H80-001819,Scott Community Health Center,37001,36.21299468,-79.39697818,0.013336225890219612,22143.002700214485,0.0,4757.0,11.9
HRSA-HCSD-BPS-LAL-036353,AMG1 Harris Blvd,37119,35.2346693,-80.73392971,0.013288032711699191,22062.984433360427,0.0,12723.0,11.8
HRSA-HCSD-BPS-H80-035327,Burnsville Health Center,37199,35.91185943,-82.29105866,0.013212322783473791,21937.27831838246,0.0,4180.0,11.8
HRSA-HCSD-BPS-H80-029798,China Grove Family Medicine,37159,35.56011425,-80.58508706,0.013223648223418904,21956.08268247693,0.0,8522.0,11.8
HRSA-HCSD-BPS-LAL-037788,MAHEC at Evergreen Community Charter,37021,35.60240757,-82.49829124,0.013203345960538244,21922.373515769083,0.0,11107.0,11.8
HRSA-HCSD-BPS-H80-001000,Rural Health Group Pediatrics and Dental,37083,36.40426116,-77.6482292,0.013242530639263209,21987.43438486026,0.0,6616.0,11.8
HRSA-HCSD-BPS-H80-000391,CommWell Health of Salemburg,37163,35.00941248,-78.50750001,0.013089648794914602,21733.594721368383,0.0,4387.0,11.7
HRSA-HCSD-BPS-H80-021523,GOSHEN MEDICAL CENTER - TABOR CITY,37047,34.15251551,-78.85974203,0.013130996639669166,21802.247235624294,0.0,2351.0,11.7
HRSA-HCSD-BPS-H80-013309,CommWell Health of McGee's Crossroads,37101,35.51707921,-78.55478794,0.013066647180194475,21695.4036453436,0.0,6155.0,11.6
HRSA-HCSD-BPS-H80-033402,Kintegra Family Medicine - Mocksville,37059,35.95630937,-80.52959492,0.012967322087519575,21530.48773784444,0.0,6382.0,11.5
HRSA-HCSD-BPS-H80-007610,Rural Health Group at Scotland Neck,37083,36.1289806,-77.4291664,0.012870374571697565,21369.519475736626,0.0,3136.0,11.5
HRSA-HCSD-BPS-LAL-021691,Black River Health Center,37141,34.52732585,-78.17100398,0.012758427802201926,21183.646977803,0.0,3675.0,11.4
HRSA-HCSD-BPS-H80-039025,Kintegra at Starmount High,37197,36.18264477,-80.77270004,0.012764405736692363,21193.572531003214,0.0,6002.0,11.4
HRSA-HCSD-BPS-H80-035445,Kintegra at Norris S Childers Elementary,37109,35.48151475,-81.31750664,0.012709123570446937,21101.78395704513,0.0,6059.0,11.3
HRSA-HCSD-BPS-LAL-034898,MAHEC Health Center at Newbridge,37021,35.63642812,-82.57569921,0.01264349469353186,20992.816066826028,0.0,11227.0,11.3
HRSA-HCSD-BPS-H80-038349,Charlotte Community Health Clinic Novant Mobile Health Unit,37119,35.23170906,-80.92680845,0.012601260604997347,20922.69206441642,0.0,10680.0,11.2
HRSA-HCSD-BPS-H80-018039,Charlotte Community Health Clinic West,37119,35.23170906,-80.92680845,0.012601260604997347,20922.69206441642,0.0,10680.0,11.2
HRSA-HCSD-BPS-H80-038490,Charlotte Community Health Clinic: Atrium Mobile Health Unit,37119,35.23170906,-80.92680845,0.012601260604997347,20922.69206441642,0.0,10680.0,11.2
